AVHL ID,First Name,Last Name,Full Name,Current Team,Years Left,AAV,22-23 SA,22-23 SV,22-23 SV%,23-24 SA,23-24 SV,23-24 SV%,24-25 SA,24-25 SV,24-25 SV%,25-26 SA,25-26 SV,25-26 SV%,Total SA,Total SV,Career SV%,League,Team,Overall Rating,Birthdate,Jersey #,Position(s),Height (In),Height,Weight,Age,Glove,Draft Year,Draft Round,Draft Pick,Angles,Breakaway,Five Hole,Glove High,Glove Low,Stick High,Stick Low,Passing,Poise,Poke Check,Puck Playing Freq.,Rebound Control,Recover,Aggressiveness,Agility,Durability,Endurance,Speed,Vision
1856,Jussi,Olkinuora,Jussi Olkinuora,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Dresden Eislowen,70,11/04/1990,45,G,75,"6'3""",205,35,Left,N/A,N/A,N/A,78,81,77,75,78,77,78,78,70,78,78,78,80,80,82,80,82,82,81
1857,Mathias,Niederberger,Mathias Niederberger,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,EHC Red Bull München,71,11/26/1992,35,G,71,"5'11""",176,33,Left,N/A,N/A,N/A,80,77,82,79,80,79,80,80,71,79,77,78,81,71,80,80,77,82,72
1858,Kristers,Gudlevskis,Kristers Gudlevskis,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Fischtown Pinguins Bremerhaven,73,07/31/1992,30,G,76,"6'4""",214,34,Left,2013,5,124,76,77,80,81,83,79,81,82,75,80,81,76,83,80,85,82,80,85,80
1859,Julius,Hudacek,Julius Hudacek,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Fischtown Pinguins Bremerhaven,71,08/09/1988,33,G,72,"6'0""",191,38,Right,N/A,N/A,N/A,80,82,80,76,82,78,74,73,73,74,74,80,77,74,82,82,82,78,76
1860,Dustin,Strahlmeier,Dustin Strahlmeier,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Grizzlys Wolfsburg,71,05/17/1992,1,G,76,"6'4""",192,34,Left,N/A,N/A,N/A,80,79,78,77,80,79,80,78,79,79,77,79,78,78,83,79,79,82,77
1861,Janne,Juvonen,Janne Juvonen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Kölner Haie,72,10/03/1994,30,G,73,"6'1""",187,31,Left,2013,7,203,80,77,81,78,77,78,78,83,70,81,80,81,80,79,81,81,82,83,80
1862,Tobias,Ancicka,Tobias Ancicka,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Kölner Haie,70,02/27/2001,45,G,73,"6'1""",181,25,Left,N/A,N/A,N/A,78,76,78,79,80,80,78,76,65,78,75,78,80,70,78,80,80,79,74
1863,Joacim,Eriksson,Joacim Eriksson,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Schwenninger Wild Wings,73,04/09/1990,60,G,73,"6'1""",190,36,Right,2008,7,196,80,81,78,78,81,77,78,79,80,81,80,82,80,79,81,85,80,82,82
1864,Henrik,Haukeland,Henrik Haukeland,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,DEL,Straubing Tigers,71,12/06/1994,40,G,74,"6'2""",205,31,Left,N/A,N/A,N/A,79,80,78,79,78,80,80,77,80,78,75,78,79,76,79,78,85,82,79
1865,Dominik,Furch,Dominik Furch,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,BK Mladá Boleslav,74,04/19/1990,38,G,74,"6'2""",207,36,Left,N/A,N/A,N/A,79,80,80,81,80,82,80,79,77,78,79,79,82,80,81,80,85,83,80
1866,Petr,Kvaca,Petr Kvaca,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,Bílí Tygři Liberec,73,09/12/1997,60,G,73,"6'1""",174,28,Left,2017,4,114,81,75,82,80,80,79,78,77,78,80,75,82,81,76,84,80,83,83,78
1867,Malcolm,Subban,Malcolm Subban,Kansas City Metrostars,2,"$1,500,000",14,13,0.929,54,50,0.926,53,47,0.887,892,805,0.902,1013,915,0.903,ELH,HC Dynamo Pardubice,80,12/21/1993,30,G,74,"6'2""",215,32,Left,2012,1,24,83,84,84,84,86,82,84,84,80,85,84,83,84,85,89,85,85,89,86
1868,Roman,Will,Roman Will,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Dynamo Pardubice,73,05/22/1992,22,G,73,"6'1""",198,34,Left,N/A,N/A,N/A,80,80,82,82,80,79,81,81,77,77,79,78,80,74,81,79,79,81,78
1869,Dominik,Frodl,Dominik Frodl,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Energie Karlovy Vary,73,04/16/1996,44,G,72,"6'0""",172,30,Left,N/A,N/A,N/A,80,79,80,82,82,79,78,77,78,78,79,81,78,77,83,80,81,82,80
1870,Ales,Stezka,Ales Stezka,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Kometa Brno,75,01/06/1997,30,G,76,"6'4""",190,29,Left,2015,4,111,82,82,82,79,82,79,82,77,70,80,80,82,79,80,83,85,83,83,80
1871,Marek,Mazanec,Marek Mazanec,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Oceláři Třinec,73,07/18/1991,2,G,76,"6'4""",187,35,Right,2012,6,179,80,78,78,81,81,83,81,81,70,79,79,78,80,81,84,80,82,83,80
1872,Ondrej,Kacetl,Ondrej Kacetl,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Oceláři Třinec,70,10/15/1990,90,G,72,"6'0""",165,35,Left,N/A,N/A,N/A,79,80,76,78,79,80,79,76,75,77,80,78,77,77,79,79,76,77,80
1873,Josef,Korenar,Josef Korenar,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Sparta Praha,75,01/31/1998,32,G,73,"6'1""",185,28,Left,N/A,N/A,N/A,79,75,82,83,83,82,79,74,76,81,77,82,82,78,84,85,81,83,81
1874,Jakub,Kovar,Jakub Kovar,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Sparta Praha,71,07/19/1988,43,G,74,"6'2""",207,38,Left,2006,4,109,82,83,75,78,79,78,79,72,81,83,81,81,77,79,77,84,79,78,80
1875,Pavel,Cajan,Pavel Cajan,Fort Worth Defenders,2,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Verva Litvinov,72,10/13/2002,30,G,74,"6'2""",176,23,Left,N/A,N/A,N/A,79,80,80,76,80,77,80,81,70,81,81,79,81,80,83,85,81,83,80
1876,Matej,Tomek,Matej Tomek,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Verva Litvinov,70,05/24/1997,42,G,75,"6'3""",181,29,Left,N/A,N/A,N/A,81,76,80,78,80,78,77,75,69,79,72,79,79,75,78,73,77,80,77
1877,Lukas,Klimes,Lukas Klimes,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,HC Vítkovice Ridera,71,07/14/1994,33,G,73,"6'1""",176,32,Left,N/A,N/A,N/A,80,81,77,79,79,78,79,75,80,81,78,78,79,76,81,79,80,81,80
1878,Stanislav,Skorvanek,Stanislav Skorvanek,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,Mountfield HK,73,01/31/1996,31,G,74,"6'2""",192,30,Left,N/A,N/A,N/A,79,72,79,83,82,82,82,79,75,78,75,79,83,75,82,85,77,82,76
1879,Oscar,Dansk,Oscar Dansk,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,ELH,Rytíři Kladno,75,02/28/1994,30,G,75,"6'3""",204,32,Left,2012,2,31,81,81,82,81,83,80,82,80,70,83,80,80,82,81,84,80,82,84,81
1880,Harri,Sateri,Harri Sateri,Las Vegas Vipers,1,"$15,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,EHC Biel-Bienne,77,12/29/1989,35,G,73,"6'1""",205,36,Left,2008,4,106,85,83,82,81,83,81,80,83,75,82,77,83,82,84,82,85,85,84,84
1881,Ludovic,Waeber,Ludovic Waeber,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,EHC Kloten,71,08/19/1996,35,G,73,"6'1""",175,30,Left,N/A,N/A,N/A,80,76,78,79,80,75,78,76,80,72,78,79,77,81,83,81,84,83,78
1882,Leonardo,Genoni,Leonardo Genoni,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,EV Zug,76,08/28/1987,30,G,72,"6'0""",183,39,Left,N/A,N/A,N/A,84,83,77,82,82,81,82,80,80,80,79,81,84,80,84,86,84,84,80
1883,Stéphane,Charlin,Stéphane Charlin,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,Geneve-Servette HC,71,08/30/2000,38,G,75,"6'3""",183,26,Left,N/A,N/A,N/A,79,75,82,80,78,80,78,81,80,79,80,77,78,78,83,82,77,83,81
1884,Robert,Mayer,Robert Mayer,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,Geneve-Servette HC,71,10/09/1989,29,G,73,"6'1""",201,36,Left,N/A,N/A,N/A,78,79,79,80,81,80,78,79,70,79,80,79,76,81,79,79,78,80,81
1885,Damiano,Ciaccio,Damiano Ciaccio,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Ajoie,70,02/10/1989,40,G,75,"6'3""",196,37,Left,N/A,N/A,N/A,79,76,78,80,79,77,76,77,77,78,80,78,79,79,79,84,78,82,78
1886,Benjamin,Conz,Benjamin Conz,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Ajoie,70,09/13/1991,1,G,70,"5'10""",205,34,Right,N/A,N/A,N/A,78,78,76,77,79,78,78,76,80,77,79,76,78,79,81,76,85,81,78
1887,Philip,Wüthrich,Philip Wüthrich,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Ambri-Piotta,71,01/17/1998,31,G,72,"6'0""",168,28,Left,N/A,N/A,N/A,79,76,80,80,80,76,79,80,76,76,79,78,78,78,79,81,82,83,79
1888,Sandro,Aeschlimann,Sandro Aeschlimann,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Davos,76,12/26/1994,29,G,72,"6'0""",192,31,Left,N/A,N/A,N/A,80,81,83,81,82,83,82,82,80,81,81,82,83,79,83,83,82,84,84
1889,Reto,Berra,Reto Berra,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Fribourg-Gotteron,76,01/03/1987,20,G,76,"6'4""",218,39,Left,2006,4,106,81,80,84,83,83,81,83,82,82,80,81,82,82,78,81,79,82,83,80
1890,Niklas,Schlegel,Niklas Schlegel,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Lugano,74,08/03/1994,34,G,70,"5'10""",165,32,Left,N/A,N/A,N/A,79,79,81,79,81,80,78,82,80,80,79,83,80,81,82,87,83,81,78
1891,Joren,van Pottelberghe,Joren van Pottelberghe,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,HC Lugano,71,06/05/1997,37,G,74,"6'2""",194,29,Left,2015,4,110,77,79,79,79,80,79,79,81,70,81,80,77,78,81,83,80,83,83,82
1892,Connor,Hughes,Connor Hughes,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,Lausanne HC,71,09/10/1996,31,G,76,"6'4""",225,29,Left,N/A,N/A,N/A,76,78,80,79,80,78,79,78,78,77,78,79,79,77,81,84,80,80,77
1893,Melvin,Nyffeler,Melvin Nyffeler,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,Rapperswil-Jona Lakers,75,12/16/1994,60,G,70,"5'10""",185,31,Left,N/A,N/A,N/A,82,81,78,84,81,81,79,82,82,78,79,82,79,82,81,83,85,83,78
1894,Adam,Reideborn,Adam Reideborn,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,SC Bern,76,01/18/1992,36,G,72,"6'0""",179,34,Left,N/A,N/A,N/A,83,84,76,82,82,83,78,81,80,82,80,86,83,80,82,86,82,81,80
1895,Luca,Boltshauser,Luca Boltshauser,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,SCL Tigers,71,07/17/1993,39,G,72,"6'0""",190,33,Left,N/A,N/A,N/A,75,77,80,79,80,81,80,77,77,75,78,78,79,76,81,84,80,81,77
1896,Simon,Hrubec,Simon Hrubec,Cincinnati Thunderbolts,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,NL,ZSC Lions,78,06/30/1991,32,G,73,"6'1""",192,35,Left,N/A,N/A,N/A,83,85,78,83,85,82,83,82,82,82,79,85,84,80,85,86,86,84,82
1897,Atte,Tolvanen,Atte Tolvanen,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,IHL,EC Red Bull Salzburg,70,11/23/1994,35,G,72,"6'0""",187,31,Left,N/A,N/A,N/A,77,76,79,77,78,78,79,80,70,79,80,77,82,78,83,80,81,83,78
1898,Sebastian,Dahm,Sebastian Dahm,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,IHL,EC-KAC,71,02/28/1987,32,G,72,"6'0""",183,39,Left,N/A,N/A,N/A,77,81,79,82,75,77,80,75,79,76,72,77,79,75,84,79,79,83,78
1899,Max,Lagace,Max Lagace,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,IHL,Moser Medical Graz 99ers,75,01/12/1993,33,G,75,"6'3""",204,33,Left,N/A,N/A,N/A,83,83,80,80,80,80,80,80,70,80,80,80,81,83,85,85,84,85,84
1900,Dustin,Tokarski,Dustin Tokarski,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,IHL,Olimpija Ljubljana,76,09/16/1989,47,G,72,"6'0""",198,36,Left,2008,5,122,84,80,82,83,82,85,82,84,81,84,82,82,81,85,80,80,80,81,83
1901,Collin,Delia,Collin Delia,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,HAS,Kalmar HC,75,06/20/1994,61,G,74,"6'2""",208,32,Left,N/A,N/A,N/A,81,80,80,82,82,84,82,81,88,80,81,80,81,82,82,82,82,83,82
1902,Carter,George,Carter George,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,OHL,Soo Greyhounds,71,05/20/2006,32,G,74,"6'2""",195,20,Left,2024,2,57,78,76,79,74,80,78,79,79,77,74,78,81,80,74,88,84,76,88,76
1903,Martin,Jones,Martin Jones,Honolulu Hawks,1,"$2,000,000",9,7,0.778,40,39,0.975,91,78,0.857,889,789,0.888,1029,913,0.887,UFA,Not Applicable,81,01/10/1990,31,G,76,"6'4""",203,36,Left,N/A,N/A,N/A,85,86,85,84,86,84,85,85,80,85,85,85,86,85,85,85,83,85,85
1904,Michael,Hutchinson,Michael Hutchinson,New York Steamrollers,2,"$2,000,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,UFA,Not Applicable,76,03/02/1990,26,G,75,"6'3""",192,36,Right,2008,3,77,85,84,82,80,83,80,83,80,75,83,85,80,80,85,84,85,80,84,85
1905,Jack,Campbell,Jack Campbell,Portland Sea Lions,3,"$900,000",1558,1406,0.902,2495,2290,0.918,0,0,0.000,1024,924,0.902,5077,4620,0.910,UFA,Not Applicable,76,01/09/1992,31,G,75,"6'3""",200,34,Left,2010,1,11,83,80,81,82,83,84,82,81,82,81,82,82,81,81,80,81,81,81,85
1906,Jean-Francois,Berube,Jean-Francois Berube,Charleston Tsunami,1,"$900,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,UFA,Not Applicable,75,07/13/1991,35,G,73,"6'1""",176,35,Left,2009,4,95,82,82,81,80,82,78,81,80,70,80,81,81,81,82,84,85,80,84,82
1907,Michael,Houser,Michael Houser,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,UFA,Not Applicable,75,09/13/1992,29,G,73,"6'1""",185,33,Left,N/A,N/A,N/A,81,83,81,78,81,77,81,80,75,80,80,82,81,82,85,85,83,85,82
1908,Troy,Grosenick,Troy Grosenick,UFA,,,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,UFA,Not Applicable,75,08/27/1989,1,G,73,"6'1""",181,37,Left,N/A,N/A,N/A,81,80,82,80,82,80,82,82,70,82,82,81,83,80,84,85,83,84,80
1909,Mack,Guzda,Mack Guzda,Iowa Rebels,1,"$950,000",0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,UFA,Not Applicable,75,01/11/2001,26,G,77,"6'5""",215,25,Left,N/A,N/A,N/A,82,81,81,78,81,78,82,80,70,80,80,82,82,82,83,85,83,83,82
