Game #,Day,Date,Away Team,Home Team,Away Score,Home Score,OT?
838,105,1/2/27,Houston Hammerheads,Lincoln Lumberjacks,,,
839,105,1/2/27,Seattle Dragons,South Dakota Spartans,,,
840,105,1/2/27,North Dakota Bison,Nevada Archers,,,
841,106,1/3/27,Cincinnati Thunderbolts,Brooklyn Bulldogs,,,
842,106,1/3/27,Oklahoma Twisters,South Dakota Spartans,,,
843,106,1/3/27,St. Louis Leopards,Charleston Tsunami,,,
844,106,1/3/27,Jacksonville Blood Hounds,Detroit Motors,,,
845,106,1/3/27,Puerto Rico Toros,Baltimore Oceanics,,,
846,106,1/3/27,New York Steamrollers,Raleigh Wildcats,,,
847,106,1/3/27,North Dakota Bison,Washington Admirals,,,
848,106,1/3/27,Columbus Cougars,New Orleans Whalers,,,
849,107,1/4/27,Puerto Rico Toros,Fort Worth Defenders,,,
850,107,1/4/27,New York Steamrollers,Tennessee Wolverines,,,
851,107,1/4/27,South Dakota Spartans,Philadelphia Destroyers,,,
852,107,1/4/27,Long Island Blizzard,Detroit Motors,,,
853,107,1/4/27,Brooklyn Bulldogs,Raleigh Wildcats,,,
854,107,1/4/27,Lincoln Lumberjacks,North Dakota Bison,,,
855,107,1/4/27,Las Vegas Vipers,Nevada Archers,,,
856,107,1/4/27,Cleveland Demons,Chicago Rockets,,,
857,108,1/5/27,Kansas City Metrostars,Oklahoma Twisters,,,
858,108,1/5/27,Philadelphia Destroyers,Chicago Rockets,,,
859,108,1/5/27,South Dakota Spartans,Nevada Archers,,,
860,108,1/5/27,Puerto Rico Toros,Richmond Robbers,,,
861,108,1/5/27,Atlanta Cobalts,Cincinnati Thunderbolts,,,
862,108,1/5/27,Houston Hammerheads,Montana Miners,,,
863,108,1/5/27,San Antonio Bandits,Denver Mountain Lions,,,
864,108,1/5/27,Baltimore Oceanics,Detroit Motors,,,
865,109,1/6/27,Seattle Dragons,Montana Miners,,,
866,109,1/6/27,Kansas City Metrostars,Memphis Cannons,,,
867,109,1/6/27,Fort Worth Defenders,North Dakota Bison,,,
868,109,1/6/27,Cincinnati Thunderbolts,South Dakota Spartans,,,
869,109,1/6/27,Portland Sea Lions,Nevada Archers,,,
870,109,1/6/27,Philadelphia Destroyers,Cleveland Demons,,,
871,109,1/6/27,Lincoln Lumberjacks,Arizona Heat,,,
872,109,1/6/27,New Orleans Whalers,Indianapolis Ghosts,,,
873,110,1/7/27,Kansas City Metrostars,Fort Worth Defenders,,,
874,110,1/7/27,Iowa Rebels,Lincoln Lumberjacks,,,
875,110,1/7/27,Tennessee Wolverines,Columbus Cougars,,,
876,110,1/7/27,Oklahoma Twisters,Denver Mountain Lions,,,
877,110,1/7/27,Baltimore Oceanics,Cincinnati Thunderbolts,,,
878,110,1/7/27,Raleigh Wildcats,Cleveland Demons,,,
879,110,1/7/27,San Antonio Bandits,South Dakota Spartans,,,
880,110,1/7/27,Philadelphia Destroyers,Washington Admirals,,,
881,111,1/8/27,Tennessee Wolverines,Indianapolis Ghosts,,,
882,111,1/8/27,North Dakota Bison,Seattle Dragons,,,
883,111,1/8/27,Puerto Rico Toros,Cleveland Demons,,,
884,111,1/8/27,Chicago Rockets,Oklahoma Twisters,,,
885,111,1/8/27,Denver Mountain Lions,Columbus Cougars,,,
886,111,1/8/27,Cincinnati Thunderbolts,San Antonio Bandits,,,
887,111,1/8/27,Montana Miners,Honolulu Hawks,,,
888,111,1/8/27,Washington Admirals,Portland Sea Lions,,,
889,112,1/9/27,Philadelphia Destroyers,Honolulu Hawks,,,
890,112,1/9/27,Cleveland Demons,Detroit Motors,,,
891,112,1/9/27,Montana Miners,Portland Sea Lions,,,
892,112,1/9/27,Richmond Robbers,Puerto Rico Toros,,,
893,112,1/9/27,Raleigh Wildcats,Chicago Rockets,,,
894,112,1/9/27,Cincinnati Thunderbolts,Indianapolis Ghosts,,,
895,112,1/9/27,North Dakota Bison,Columbus Cougars,,,
896,112,1/9/27,Washington Admirals,New Orleans Whalers,,,
897,113,1/10/27,Indianapolis Ghosts,Kansas City Metrostars,,,
898,113,1/10/27,Philadelphia Destroyers,New York Steamrollers,,,
899,113,1/10/27,Richmond Robbers,Tennessee Wolverines,,,
900,113,1/10/27,Montana Miners,St. Louis Leopards,,,
901,113,1/10/27,Charleston Tsunami,Jacksonville Blood Hounds,,,
902,113,1/10/27,South Dakota Spartans,Portland Sea Lions,,,
903,113,1/10/27,Long Island Blizzard,Atlanta Cobalts,,,
904,113,1/10/27,Baltimore Oceanics,Brooklyn Bulldogs,,,
905,114,1/11/27,Oklahoma Twisters,Long Island Blizzard,,,
906,114,1/11/27,Memphis Cannons,South Dakota Spartans,,,
907,114,1/11/27,New Orleans Whalers,Charleston Tsunami,,,
908,114,1/11/27,Montana Miners,Tennessee Wolverines,,,
909,114,1/11/27,Cleveland Demons,Chicago Rockets,,,
910,114,1/11/27,Honolulu Hawks,Denver Mountain Lions,,,
911,114,1/11/27,Indianapolis Ghosts,Columbus Cougars,,,
912,114,1/11/27,Las Vegas Vipers,Portland Sea Lions,,,
913,115,1/12/27,South Dakota Spartans,Montana Miners,,,
914,115,1/12/27,Detroit Motors,New York Steamrollers,,,
915,115,1/12/27,St. Louis Leopards,Houston Hammerheads,,,
916,115,1/12/27,Columbus Cougars,Fort Worth Defenders,,,
917,115,1/12/27,Raleigh Wildcats,Richmond Robbers,,,
918,115,1/12/27,Long Island Blizzard,Philadelphia Destroyers,,,
919,115,1/12/27,North Dakota Bison,Tennessee Wolverines,,,
920,115,1/12/27,Florida Sunshine,Nevada Archers,,,
921,116,1/13/27,Arizona Heat,Cleveland Demons,,,
922,116,1/13/27,Fort Worth Defenders,St. Louis Leopards,,,
923,116,1/13/27,Tennessee Wolverines,Charleston Tsunami,,,
924,116,1/13/27,Philadelphia Destroyers,Seattle Dragons,,,
925,116,1/13/27,Nevada Archers,Lincoln Lumberjacks,,,
926,116,1/13/27,Raleigh Wildcats,North Dakota Bison,,,
927,116,1/13/27,Washington Admirals,Columbus Cougars,,,
928,116,1/13/27,Montana Miners,Kansas City Metrostars,,,
929,117,1/14/27,Brooklyn Bulldogs,New Orleans Whalers,,,
930,117,1/14/27,New York Steamrollers,Charleston Tsunami,,,
931,117,1/14/27,Honolulu Hawks,Montana Miners,,,
932,117,1/14/27,Memphis Cannons,Nevada Archers,,,
933,117,1/14/27,Seattle Dragons,Washington Admirals,,,
934,117,1/14/27,Iowa Rebels,Denver Mountain Lions,,,
935,117,1/14/27,Raleigh Wildcats,Jacksonville Blood Hounds,,,
936,117,1/14/27,Kansas City Metrostars,Baltimore Oceanics,,,
937,118,1/15/27,Cincinnati Thunderbolts,Chicago Rockets,,,
938,118,1/15/27,Arizona Heat,Atlanta Cobalts,,,
939,118,1/15/27,Houston Hammerheads,Memphis Cannons,,,
940,118,1/15/27,Baltimore Oceanics,Honolulu Hawks,,,
941,118,1/15/27,Denver Mountain Lions,Washington Admirals,,,
942,118,1/15/27,Jacksonville Blood Hounds,Philadelphia Destroyers,,,
943,118,1/15/27,Las Vegas Vipers,South Dakota Spartans,,,
944,118,1/15/27,Tennessee Wolverines,Puerto Rico Toros,,,
945,119,1/16/27,Iowa Rebels,Philadelphia Destroyers,,,
946,119,1/16/27,Denver Mountain Lions,Puerto Rico Toros,,,
947,119,1/16/27,Baltimore Oceanics,Jacksonville Blood Hounds,,,
948,119,1/16/27,New Orleans Whalers,Detroit Motors,,,
949,119,1/16/27,Oklahoma Twisters,Nevada Archers,,,
950,119,1/16/27,Lincoln Lumberjacks,Seattle Dragons,,,
951,119,1/16/27,Long Island Blizzard,Portland Sea Lions,,,
952,119,1/16/27,St. Louis Leopards,Florida Sunshine,,,
953,120,1/17/27,Montana Miners,Denver Mountain Lions,,,
954,120,1/17/27,Puerto Rico Toros,South Dakota Spartans,,,
955,120,1/17/27,Indianapolis Ghosts,New Orleans Whalers,,,
956,120,1/17/27,Columbus Cougars,Cleveland Demons,,,
957,120,1/17/27,Atlanta Cobalts,Charleston Tsunami,,,
958,120,1/17/27,Raleigh Wildcats,New York Steamrollers,,,
959,120,1/17/27,Houston Hammerheads,San Antonio Bandits,,,
960,120,1/17/27,Tennessee Wolverines,Kansas City Metrostars,,,
961,121,1/18/27,San Antonio Bandits,Oklahoma Twisters,,,
962,121,1/18/27,Columbus Cougars,Memphis Cannons,,,
963,121,1/18/27,Kansas City Metrostars,Jacksonville Blood Hounds,,,
964,121,1/18/27,New Orleans Whalers,South Dakota Spartans,,,
965,121,1/18/27,Raleigh Wildcats,Brooklyn Bulldogs,,,
966,121,1/18/27,Puerto Rico Toros,Indianapolis Ghosts,,,
967,121,1/18/27,Portland Sea Lions,Las Vegas Vipers,,,
968,121,1/18/27,Washington Admirals,Seattle Dragons,,,
969,122,1/19/27,Atlanta Cobalts,Long Island Blizzard,,,
970,122,1/19/27,Chicago Rockets,Philadelphia Destroyers,,,
971,122,1/19/27,Florida Sunshine,New York Steamrollers,,,
972,122,1/19/27,San Antonio Bandits,Fort Worth Defenders,,,
973,122,1/19/27,Brooklyn Bulldogs,Richmond Robbers,,,
974,122,1/19/27,Arizona Heat,Puerto Rico Toros,,,
975,122,1/19/27,St. Louis Leopards,South Dakota Spartans,,,
976,122,1/19/27,Cleveland Demons,Iowa Rebels,,,
977,123,1/20/27,Iowa Rebels,Honolulu Hawks,,,
978,123,1/20/27,Richmond Robbers,Cleveland Demons,,,
979,123,1/20/27,St. Louis Leopards,Brooklyn Bulldogs,,,
980,123,1/20/27,Chicago Rockets,Florida Sunshine,,,
981,123,1/20/27,Charleston Tsunami,Seattle Dragons,,,
982,123,1/20/27,San Antonio Bandits,Oklahoma Twisters,,,
983,123,1/20/27,Baltimore Oceanics,Puerto Rico Toros,,,
984,123,1/20/27,Denver Mountain Lions,Portland Sea Lions,,,
985,124,1/21/27,New York Steamrollers,Long Island Blizzard,,,
986,124,1/21/27,St. Louis Leopards,North Dakota Bison,,,
987,124,1/21/27,Chicago Rockets,Atlanta Cobalts,,,
988,124,1/21/27,Florida Sunshine,Cincinnati Thunderbolts,,,
989,124,1/21/27,Baltimore Oceanics,Seattle Dragons,,,
990,124,1/21/27,Las Vegas Vipers,Denver Mountain Lions,,,
991,124,1/21/27,Honolulu Hawks,Nevada Archers,,,
992,124,1/21/27,Brooklyn Bulldogs,Philadelphia Destroyers,,,
993,125,1/22/27,New Orleans Whalers,Kansas City Metrostars,,,
994,125,1/22/27,Philadelphia Destroyers,Raleigh Wildcats,,,
995,125,1/22/27,Memphis Cannons,San Antonio Bandits,,,
996,125,1/22/27,Atlanta Cobalts,Cleveland Demons,,,
997,125,1/22/27,Jacksonville Blood Hounds,Cincinnati Thunderbolts,,,
998,125,1/22/27,Houston Hammerheads,Iowa Rebels,,,
999,125,1/22/27,Tennessee Wolverines,Detroit Motors,,,
1000,125,1/22/27,North Dakota Bison,Las Vegas Vipers,,,
1001,126,1/23/27,Seattle Dragons,Arizona Heat,,,
1002,126,1/23/27,Richmond Robbers,Denver Mountain Lions,,,
1003,126,1/23/27,Jacksonville Blood Hounds,Baltimore Oceanics,,,
1004,126,1/23/27,Iowa Rebels,Lincoln Lumberjacks,,,
1005,126,1/23/27,Memphis Cannons,Philadelphia Destroyers,,,
1006,126,1/23/27,Chicago Rockets,Houston Hammerheads,,,
1007,126,1/23/27,Las Vegas Vipers,Cincinnati Thunderbolts,,,
1008,126,1/23/27,Cleveland Demons,Raleigh Wildcats,,,
1009,127,1/24/27,Brooklyn Bulldogs,Washington Admirals,,,
1010,127,1/24/27,New York Steamrollers,Jacksonville Blood Hounds,,,
1011,127,1/24/27,Cincinnati Thunderbolts,Florida Sunshine,,,
1012,127,1/24/27,Long Island Blizzard,Seattle Dragons,,,
1013,127,1/24/27,Indianapolis Ghosts,Oklahoma Twisters,,,
1014,127,1/24/27,Puerto Rico Toros,Atlanta Cobalts,,,
1015,127,1/24/27,Las Vegas Vipers,Iowa Rebels,,,
1016,127,1/24/27,South Dakota Spartans,Kansas City Metrostars,,,
1017,128,1/25/27,San Antonio Bandits,North Dakota Bison,,,
1018,128,1/25/27,Raleigh Wildcats,Detroit Motors,,,
1019,128,1/25/27,Seattle Dragons,Las Vegas Vipers,,,
1020,128,1/25/27,Brooklyn Bulldogs,Baltimore Oceanics,,,
1021,128,1/25/27,Kansas City Metrostars,Richmond Robbers,,,
1022,128,1/25/27,Lincoln Lumberjacks,Washington Admirals,,,
1023,128,1/25/27,Cincinnati Thunderbolts,Columbus Cougars,,,
1024,128,1/25/27,Montana Miners,Nevada Archers,,,
1025,129,1/26/27,Chicago Rockets,Columbus Cougars,,,
1026,129,1/26/27,Florida Sunshine,Philadelphia Destroyers,,,
1027,129,1/26/27,Raleigh Wildcats,New Orleans Whalers,,,
1028,129,1/26/27,Memphis Cannons,Houston Hammerheads,,,
1029,129,1/26/27,Oklahoma Twisters,Montana Miners,,,
1030,129,1/26/27,Denver Mountain Lions,Nevada Archers,,,
1031,129,1/26/27,San Antonio Bandits,Jacksonville Blood Hounds,,,
1032,129,1/26/27,Puerto Rico Toros,St. Louis Leopards,,,
1033,130,1/27/27,Florida Sunshine,Richmond Robbers,,,
1034,130,1/27/27,Brooklyn Bulldogs,Detroit Motors,,,
1035,130,1/27/27,Nevada Archers,Iowa Rebels,,,
1036,130,1/27/27,Long Island Blizzard,Baltimore Oceanics,,,
1037,130,1/27/27,Philadelphia Destroyers,Puerto Rico Toros,,,
1038,130,1/27/27,Cincinnati Thunderbolts,Memphis Cannons,,,
1039,130,1/27/27,Houston Hammerheads,Fort Worth Defenders,,,
1040,130,1/27/27,Chicago Rockets,Tennessee Wolverines,,,
1041,131,1/28/27,Chicago Rockets,Detroit Motors,,,
1042,131,1/28/27,Jacksonville Blood Hounds,Baltimore Oceanics,,,
1043,131,1/28/27,Philadelphia Destroyers,Atlanta Cobalts,,,
1044,131,1/28/27,Tennessee Wolverines,Cleveland Demons,,,
1045,131,1/28/27,Portland Sea Lions,Montana Miners,,,
1046,131,1/28/27,San Antonio Bandits,Kansas City Metrostars,,,
1047,131,1/28/27,Puerto Rico Toros,Lincoln Lumberjacks,,,
1048,131,1/28/27,Las Vegas Vipers,Arizona Heat,,,
1049,132,1/29/27,San Antonio Bandits,Nevada Archers,,,
1050,132,1/29/27,Indianapolis Ghosts,St. Louis Leopards,,,
1051,132,1/29/27,Cleveland Demons,Cincinnati Thunderbolts,,,
1052,132,1/29/27,Jacksonville Blood Hounds,Denver Mountain Lions,,,
1053,132,1/29/27,Seattle Dragons,Tennessee Wolverines,,,
1054,132,1/29/27,New Orleans Whalers,Chicago Rockets,,,
1055,132,1/29/27,Memphis Cannons,Arizona Heat,,,
1056,132,1/29/27,Washington Admirals,Honolulu Hawks,,,
1057,133,1/30/27,Montana Miners,Las Vegas Vipers,,,
1058,133,1/30/27,Indianapolis Ghosts,Detroit Motors,,,
1059,133,1/30/27,Fort Worth Defenders,Memphis Cannons,,,
1060,133,1/30/27,Arizona Heat,Nevada Archers,,,
1061,133,1/30/27,New York Steamrollers,Richmond Robbers,,,
1062,133,1/30/27,Oklahoma Twisters,Houston Hammerheads,,,
1063,133,1/30/27,North Dakota Bison,Portland Sea Lions,,,
1064,133,1/30/27,Raleigh Wildcats,Honolulu Hawks,,,
1065,134,1/31/27,Fort Worth Defenders,St. Louis Leopards,,,
1066,134,1/31/27,Charleston Tsunami,Florida Sunshine,,,
1067,134,1/31/27,Montana Miners,Houston Hammerheads,,,
1068,134,1/31/27,Denver Mountain Lions,Nevada Archers,,,
1069,134,1/31/27,Kansas City Metrostars,Memphis Cannons,,,
1070,134,1/31/27,Raleigh Wildcats,Baltimore Oceanics,,,
1071,134,1/31/27,North Dakota Bison,Arizona Heat,,,
1072,134,1/31/27,Brooklyn Bulldogs,Cleveland Demons,,,
1073,135,2/1/27,Portland Sea Lions,North Dakota Bison,,,
1074,135,2/1/27,New Orleans Whalers,Iowa Rebels,,,
1075,135,2/1/27,Tennessee Wolverines,Cincinnati Thunderbolts,,,
1076,135,2/1/27,Cleveland Demons,Puerto Rico Toros,,,
1077,135,2/1/27,Fort Worth Defenders,Lincoln Lumberjacks,,,
1078,135,2/1/27,Detroit Motors,Philadelphia Destroyers,,,
1079,135,2/1/27,Baltimore Oceanics,Florida Sunshine,,,
1080,135,2/1/27,Jacksonville Blood Hounds,Raleigh Wildcats,,,
1081,136,2/2/27,Oklahoma Twisters,San Antonio Bandits,,,
1082,136,2/2/27,Iowa Rebels,St. Louis Leopards,,,
1083,136,2/2/27,Raleigh Wildcats,Columbus Cougars,,,
1084,136,2/2/27,Cincinnati Thunderbolts,Charleston Tsunami,,,
1085,136,2/2/27,Las Vegas Vipers,Washington Admirals,,,
1086,136,2/2/27,Puerto Rico Toros,Tennessee Wolverines,,,
1087,136,2/2/27,Jacksonville Blood Hounds,Chicago Rockets,,,
1088,136,2/2/27,New Orleans Whalers,Detroit Motors,,,
1089,137,2/3/27,Denver Mountain Lions,North Dakota Bison,,,
1090,137,2/3/27,Portland Sea Lions,Arizona Heat,,,
1091,137,2/3/27,Fort Worth Defenders,Oklahoma Twisters,,,
1092,137,2/3/27,Tennessee Wolverines,St. Louis Leopards,,,
1093,137,2/3/27,Puerto Rico Toros,Columbus Cougars,,,
1094,137,2/3/27,Jacksonville Blood Hounds,Charleston Tsunami,,,
1095,137,2/3/27,Richmond Robbers,Florida Sunshine,,,
1096,137,2/3/27,Baltimore Oceanics,Raleigh Wildcats,,,
1097,138,2/4/27,Charleston Tsunami,Brooklyn Bulldogs,,,
1098,138,2/4/27,Las Vegas Vipers,Columbus Cougars,,,
1099,138,2/4/27,Philadelphia Destroyers,Cincinnati Thunderbolts,,,
1100,138,2/4/27,South Dakota Spartans,Seattle Dragons,,,
1101,138,2/4/27,Washington Admirals,Houston Hammerheads,,,
1102,138,2/4/27,San Antonio Bandits,Iowa Rebels,,,
1103,138,2/4/27,Tennessee Wolverines,Lincoln Lumberjacks,,,
1104,138,2/4/27,Atlanta Cobalts,Fort Worth Defenders,,,
1105,139,2/5/27,San Antonio Bandits,Iowa Rebels,,,
1106,139,2/5/27,Las Vegas Vipers,Montana Miners,,,
1107,139,2/5/27,Oklahoma Twisters,Kansas City Metrostars,,,
1108,139,2/5/27,Philadelphia Destroyers,Raleigh Wildcats,,,
1109,139,2/5/27,Memphis Cannons,Jacksonville Blood Hounds,,,
1110,139,2/5/27,Long Island Blizzard,Columbus Cougars,,,
1111,139,2/5/27,Tennessee Wolverines,Fort Worth Defenders,,,
1112,139,2/5/27,Houston Hammerheads,Brooklyn Bulldogs,,,
1113,140,2/6/27,Richmond Robbers,Detroit Motors,,,
1114,140,2/6/27,Puerto Rico Toros,San Antonio Bandits,,,
1115,140,2/6/27,St. Louis Leopards,Fort Worth Defenders,,,
1116,140,2/6/27,Raleigh Wildcats,Washington Admirals,,,
1117,140,2/6/27,Honolulu Hawks,Cleveland Demons,,,
1118,140,2/6/27,Portland Sea Lions,Arizona Heat,,,
1119,140,2/6/27,Cincinnati Thunderbolts,Atlanta Cobalts,,,
1120,140,2/6/27,Lincoln Lumberjacks,Las Vegas Vipers,,,
1121,141,2/7/27,Iowa Rebels,Houston Hammerheads,,,
1122,141,2/7/27,Cincinnati Thunderbolts,Columbus Cougars,,,
1123,141,2/7/27,Florida Sunshine,Portland Sea Lions,,,
1124,141,2/7/27,Puerto Rico Toros,Chicago Rockets,,,
1125,141,2/7/27,North Dakota Bison,Seattle Dragons,,,
1126,141,2/7/27,Arizona Heat,Washington Admirals,,,
1127,141,2/7/27,Tennessee Wolverines,Long Island Blizzard,,,
1128,141,2/7/27,Montana Miners,South Dakota Spartans,,,
1129,142,2/8/27,Houston Hammerheads,Philadelphia Destroyers,,,
1130,142,2/8/27,Denver Mountain Lions,Lincoln Lumberjacks,,,
1131,142,2/8/27,Cleveland Demons,Richmond Robbers,,,
1132,142,2/8/27,Raleigh Wildcats,Charleston Tsunami,,,
1133,142,2/8/27,Arizona Heat,Oklahoma Twisters,,,
1134,142,2/8/27,Columbus Cougars,Baltimore Oceanics,,,
1135,142,2/8/27,Portland Sea Lions,Honolulu Hawks,,,
1136,142,2/8/27,New Orleans Whalers,Florida Sunshine,,,
1137,143,2/9/27,Chicago Rockets,Indianapolis Ghosts,,,
1138,143,2/9/27,Memphis Cannons,Honolulu Hawks,,,
1139,143,2/9/27,Arizona Heat,Las Vegas Vipers,,,
1140,143,2/9/27,Jacksonville Blood Hounds,Long Island Blizzard,,,
1141,143,2/9/27,Portland Sea Lions,Puerto Rico Toros,,,
1142,143,2/9/27,Tennessee Wolverines,Philadelphia Destroyers,,,
1143,143,2/9/27,Columbus Cougars,Florida Sunshine,,,
1144,143,2/9/27,Oklahoma Twisters,Lincoln Lumberjacks,,,
1145,144,2/10/27,Charleston Tsunami,Philadelphia Destroyers,,,
1146,144,2/10/27,Cleveland Demons,Kansas City Metrostars,,,
1147,144,2/10/27,St. Louis Leopards,Fort Worth Defenders,,,
1148,144,2/10/27,Cincinnati Thunderbolts,New Orleans Whalers,,,
1149,144,2/10/27,Montana Miners,Iowa Rebels,,,
1150,144,2/10/27,San Antonio Bandits,Long Island Blizzard,,,
1151,144,2/10/27,Nevada Archers,North Dakota Bison,,,
1152,144,2/10/27,Lincoln Lumberjacks,Baltimore Oceanics,,,
1153,145,2/11/27,Memphis Cannons,Washington Admirals,,,
1154,145,2/11/27,Baltimore Oceanics,Brooklyn Bulldogs,,,
1155,145,2/11/27,South Dakota Spartans,Jacksonville Blood Hounds,,,
1156,145,2/11/27,Charleston Tsunami,Long Island Blizzard,,,
1157,145,2/11/27,Nevada Archers,Montana Miners,,,
1158,145,2/11/27,Cleveland Demons,Columbus Cougars,,,
1159,145,2/11/27,Detroit Motors,Tennessee Wolverines,,,
1160,145,2/11/27,New York Steamrollers,Denver Mountain Lions,,,
1161,146,2/12/27,Montana Miners,Nevada Archers,,,
1162,146,2/12/27,Fort Worth Defenders,Charleston Tsunami,,,
1163,146,2/12/27,Denver Mountain Lions,Las Vegas Vipers,,,
1164,146,2/12/27,Memphis Cannons,Lincoln Lumberjacks,,,
1165,146,2/12/27,Tennessee Wolverines,Jacksonville Blood Hounds,,,
1166,146,2/12/27,Florida Sunshine,Detroit Motors,,,
1167,146,2/12/27,Atlanta Cobalts,Indianapolis Ghosts,,,
1168,146,2/12/27,South Dakota Spartans,Long Island Blizzard,,,
1169,147,2/13/27,Nevada Archers,Puerto Rico Toros,,,
1170,147,2/13/27,Houston Hammerheads,Lincoln Lumberjacks,,,
1171,147,2/13/27,Cleveland Demons,Columbus Cougars,,,
1172,147,2/13/27,Arizona Heat,Detroit Motors,,,
1173,147,2/13/27,Iowa Rebels,Long Island Blizzard,,,
1174,147,2/13/27,Charleston Tsunami,Washington Admirals,,,
1175,147,2/13/27,Brooklyn Bulldogs,Seattle Dragons,,,
1176,147,2/13/27,New Orleans Whalers,Richmond Robbers,,,
1177,148,2/14/27,Puerto Rico Toros,New Orleans Whalers,,,
1178,148,2/14/27,Montana Miners,Cleveland Demons,,,
1179,148,2/14/27,Brooklyn Bulldogs,Charleston Tsunami,,,
1180,148,2/14/27,Lincoln Lumberjacks,Honolulu Hawks,,,
1181,148,2/14/27,Kansas City Metrostars,St. Louis Leopards,,,
1182,148,2/14/27,Columbus Cougars,Cincinnati Thunderbolts,,,
1183,148,2/14/27,Fort Worth Defenders,Nevada Archers,,,
1184,148,2/14/27,Baltimore Oceanics,Denver Mountain Lions,,,
1185,149,2/15/27,Cincinnati Thunderbolts,St. Louis Leopards,,,
1186,149,2/15/27,Lincoln Lumberjacks,Montana Miners,,,
1187,149,2/15/27,Iowa Rebels,North Dakota Bison,,,
1188,149,2/15/27,Puerto Rico Toros,Memphis Cannons,,,
1189,149,2/15/27,Florida Sunshine,Brooklyn Bulldogs,,,
1190,149,2/15/27,Charleston Tsunami,Richmond Robbers,,,
1191,149,2/15/27,Detroit Motors,Kansas City Metrostars,,,
1192,149,2/15/27,Baltimore Oceanics,Atlanta Cobalts,,,
1193,150,2/16/27,Oklahoma Twisters,Richmond Robbers,,,
1194,150,2/16/27,Portland Sea Lions,Cleveland Demons,,,
1195,150,2/16/27,Columbus Cougars,Indianapolis Ghosts,,,
1196,150,2/16/27,Arizona Heat,Las Vegas Vipers,,,
1197,150,2/16/27,Seattle Dragons,San Antonio Bandits,,,
1198,150,2/16/27,New York Steamrollers,Jacksonville Blood Hounds,,,
1199,150,2/16/27,Brooklyn Bulldogs,Raleigh Wildcats,,,
1200,150,2/16/27,Detroit Motors,Atlanta Cobalts,,,
1201,151,2/17/27,Seattle Dragons,Detroit Motors,,,
1202,151,2/17/27,New Orleans Whalers,Chicago Rockets,,,
1203,151,2/17/27,Houston Hammerheads,Washington Admirals,,,
1204,151,2/17/27,Richmond Robbers,Montana Miners,,,
1205,151,2/17/27,Cincinnati Thunderbolts,Long Island Blizzard,,,
1206,151,2/17/27,Atlanta Cobalts,Cleveland Demons,,,
1207,151,2/17/27,Jacksonville Blood Hounds,Portland Sea Lions,,,
1208,151,2/17/27,Baltimore Oceanics,Philadelphia Destroyers,,,
1209,152,2/18/27,New Orleans Whalers,Puerto Rico Toros,,,
1210,152,2/18/27,Washington Admirals,Memphis Cannons,,,
1211,152,2/18/27,Detroit Motors,Atlanta Cobalts,,,
1212,152,2/18/27,Brooklyn Bulldogs,Florida Sunshine,,,
1213,152,2/18/27,North Dakota Bison,Denver Mountain Lions,,,
1214,152,2/18/27,St. Louis Leopards,Seattle Dragons,,,
1215,152,2/18/27,Iowa Rebels,Jacksonville Blood Hounds,,,
1216,152,2/18/27,Fort Worth Defenders,Baltimore Oceanics,,,
1217,153,2/19/27,Arizona Heat,North Dakota Bison,,,
1218,153,2/19/27,Detroit Motors,St. Louis Leopards,,,
1219,153,2/19/27,Lincoln Lumberjacks,Philadelphia Destroyers,,,
1220,153,2/19/27,Iowa Rebels,Nevada Archers,,,
1221,153,2/19/27,Houston Hammerheads,Seattle Dragons,,,
1222,153,2/19/27,Raleigh Wildcats,Atlanta Cobalts,,,
1223,153,2/19/27,Memphis Cannons,Oklahoma Twisters,,,
1224,153,2/19/27,Chicago Rockets,South Dakota Spartans,,,
1225,154,2/20/27,Honolulu Hawks,Nevada Archers,,,
1226,154,2/20/27,New York Steamrollers,Brooklyn Bulldogs,,,
1227,154,2/20/27,Indianapolis Ghosts,Atlanta Cobalts,,,
1228,154,2/20/27,North Dakota Bison,Montana Miners,,,
1229,154,2/20/27,Richmond Robbers,Long Island Blizzard,,,
1230,154,2/20/27,Arizona Heat,Denver Mountain Lions,,,
1231,154,2/20/27,Chicago Rockets,Fort Worth Defenders,,,
1232,154,2/20/27,Washington Admirals,South Dakota Spartans,,,
1233,155,2/21/27,Chicago Rockets,Cincinnati Thunderbolts,,,
1234,155,2/21/27,Atlanta Cobalts,Detroit Motors,,,
1235,155,2/21/27,Brooklyn Bulldogs,Raleigh Wildcats,,,
1236,155,2/21/27,South Dakota Spartans,Oklahoma Twisters,,,
1237,155,2/21/27,San Antonio Bandits,Fort Worth Defenders,,,
1238,155,2/21/27,Houston Hammerheads,Kansas City Metrostars,,,
1239,155,2/21/27,Richmond Robbers,Jacksonville Blood Hounds,,,
1240,155,2/21/27,Tennessee Wolverines,Florida Sunshine,,,
1241,156,2/22/27,New York Steamrollers,Washington Admirals,,,
1242,156,2/22/27,Jacksonville Blood Hounds,Montana Miners,,,
1243,156,2/22/27,North Dakota Bison,Chicago Rockets,,,
1244,156,2/22/27,Charleston Tsunami,Nevada Archers,,,
1245,156,2/22/27,Cincinnati Thunderbolts,Richmond Robbers,,,
1246,156,2/22/27,Lincoln Lumberjacks,Portland Sea Lions,,,
1247,156,2/22/27,Indianapolis Ghosts,Detroit Motors,,,
