Team Name,City/Location,Team Nickname,Play by Play Team Name,Abbreviation,Arena Name,Goalies Use Team Colors,Owner Spending Rating,Owner Success Rating,Owner Patience Rating,Federal Tax Rate,State Tax Rate,Team Prestige,Market Size,Local Fan Base,National Fan Base,Local Popularity,National Popularity,Concession Level,Club Seating Level,Team Store Level,Parking Lot Level,Team Color 1,Hex 1,Color 1,Team Color 2,Color 2,Team Color 3,Color 3,Primary Logo,L1 Section 1,L1 Section 2,L1 Section 3,L1 Section 4,L1 Section 5,L1 Section 6,L1 Section 7,L1 Section 8,L1 Section 9,L1 Section 10,L1 Section 11,L1 Section 12,L1 Section 13,Secondary Logo,L2 Section 1,L2 Section 2,L2 Section 3,L2 Section 4,L2 Section 5,L2 Section 6,L2 Section 7,L2 Section 8,L2 Section 9,L2 Section 10,L2 Section 11,L2 Section 12,L2 Section 13,L2 Section 14,L2 Section 15,Tertiary Logo,L3 Section 1,L3 Section 2,L3 Section 3,L3 Section 4,L3 Section 5,L3 Section 6,L3 Section 7,L3 Section 8,L3 Section 9,L3 Section 10,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Helmet Color 1,Helmet Color 2,Helmet Color 3,Helmet Logo,Helmet Number,Helmet Shine,Glove 1,Glove 2,Glove 3,Glove 4,Glove 5,Glove 6,Glove 7,Glove 8,Glove 9,Glove 10,Glove 11,Glove 12,Glove Shine,Jersey Style,Jersey 1,Jersey 2,Jersey 3,Jersey 4,Jersey 5,Jersey 6,Jersey 7,Jersey 8,Jersey 9,Jersey 10,Jersey 11,Jersey 12,Jersey 13,Jersey 14,Jersey 15,Main Logo,Left Shoulder,Right Shoulder,Font Style,Font 1,Font 2,Font 3,Font 4,Font 5,Font 6,Font 7,Font 8,Font 9,Font 10,Font 11,Font 12,Pant Style,Pant 1,Pant 2,Pant 3,Pant 4,Pant 5,Left Pant Logo,Right Pant Logo,Sock Style,Sock 1,Sock 2,Sock 3,Sock 4,Arena #,Wall 1,Wall 2,Wall 3,Tunnel 1,Tunnel 2,Tunnel 3,Roof,Stair 1,Stair 2,Railing,Goal Post,Seat Pattern,Seats 1,Seats 2,Seats 3,Seats 4,Seats 5,Seats 6,Boards/Glass,Stanchion Color,Scoreboard,Scoreboard 1,Scoreboard 2,Scoreboard 3,Netting Color,Center Ice Line,Center Ice Logo,Center Ice Layout,Goalie Spotlight,Skater Spotlight,Skater Spotlight Color,Goal Stanchion Effects,GSE Color 1,GSE Color 2,Signature Effects,Signature Effects Color,Hat Trick,Goal Light,Intro Stanchion Effect,ISE Color 1,ISE Color 2,Intro Effect Type,Intro Effect Type Color,On Ice Projections,Glow Stick Color,National Anthems,Prop,Powerplay Pres.,Win Presentation,Rink Announcer,Goal Horn,Goal Song,Powerplay Song,Win Song,Mascot Name,Mascot #,Show Mascot,Mascot Head,Head 1,Head 2,Head 3,Head 4,Head 5,Head 6,Head 7,Head 8,Head 9,Head 10,Head 11,Head 12,Mascot Body,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Original Team Creator
Sea Lions,Portland,Sea Lions,Seagulls,POR,Kellogs Complex,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(46,49,146)",#2E3192,Blue,"(26,26,26)",Black,"(232,232,232)",White,68,1,2,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,3,2,3,1,3,2,1,1,1,1,1,N/A,2,1,2,1,1,2,3,1,3,3,1,1,N/A,N/A,N/A,N/A,Primary,N/A,N/A,14,3,2,2,3,3,2,2,3,2,2,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,1,1,3,2,N/A,3,3,1,N/A,Yes,N/A,3,2,1,1,3,1,2,3,3,3,3,3,N/A,2,3,1,3,3,1,2,3,2,2,3,3,N/A,N/A,N/A,N/A,Primary,N/A,N/A,14,1,3,2,3,1,3,2,1,3,2,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1,3,2,1,N/A,2,1,1,Primary,Yes,N/A,2,1,3,1,2,1,3,2,2,2,2,2,N/A,2,2,1,2,2,1,3,2,1,3,2,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,14,3,2,1,3,1,3,3,1,3,3,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,1,N/A,5,1,1,1,1,3,2,1,1,1,3,1,1,1,3,1,2,1,2,LED,1,1,1,3,2,White,66,Primary,1,N/A,8,1,1,1,N/A,Scoreboard Smoke 1,1,Fish,Bar,1,1,N/A,Scoreboard Smoke 1,1,Tidal Effect,1,USA,14,2,Team Salute,On,"Bass (Truck 1), 2 Blasts (SsLs)",Dubstep - Sneakcharmer,Dubstep - Pixel,Electronic - Cloudburst,Seal,96,Yes,8,1,3,1,1,1,2,3,N/A,N/A,N/A,N/A,N/A,1,1,2,3,1,1,3,Chris
Toros,Puerto Rico,Toros,Tornadoes,PR,Estadio Xfinity,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(241,177,16)",#F1B110,Yellow,"(72,72,72)",Gray,"(200,34,34)",Red,117,1,Black,White,1,White,White,3,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Black,White,N/A,Yes,N/A,1,1,2,1,1,2,3,1,1,1,1,1,N/A,69,1,1,Black,2,3,Black,2,2,1,Black,Black,1,N/A,N/A,N/A,Primary,N/A,N/A,26,Black,White,Black,White,White,3,Black,White,N/A,N/A,N/A,N/A,1,Black,N/A,N/A,N/A,N/A,N/A,N/A,20,1,3,2,N/A,White,White,Black,N/A,Yes,N/A,1,1,2,1,1,2,3,1,1,1,1,1,N/A,69,White,Black,1,1,White,3,2,2,1,2,1,2,N/A,N/A,N/A,Primary,N/A,N/A,26,2,1,2,1,2,3,2,1,N/A,N/A,N/A,N/A,1,Black,N/A,N/A,N/A,N/A,N/A,N/A,20,White,1,3,N/A,N/A,N/A,N/A,N/A,Yes,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gold,69,2,Black,2,1,3,1,Black,Black,3,Black,Black,Black,N/A,N/A,N/A,Primary,N/A,N/A,26,1,3,1,3,1,3,2,3,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,20,2,1,3,N/A,2,1,1,1,1,2,3,1,1,1,2,1,4,1,2,1,1,3,2,LED,1,8,1,2,3,Black,66,Primary,1,N/A,7,1,7,3,1,Goal Light Smoke,1,Hats,Bar,4,1,3,Scoreboard Fire 1,1,Firestorm,1,USA,14,1,Bowling,On,"Bass (Fog Horn 2) + Mid (Air Horn 3), 3 Blasts (MsMlL), Flare (Bugle 2)",Miscellaneous - Fiesta,Dubstep - Pixel,Miscellaneous - Heat Rio,Rico,51,Yes,2,1,2,1,1,1,3,2,3,2,3,2,3,2,1,2,2,N/A,N/A,N/A,Ben
Wildcats,Raleigh,Wildcats,Wildcats,RAL,FedEx Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(16,241,50)",#10F132,Green,"(214,239,16)",Yellow,"(26,26,26)",Black,4,1,3,White,2,White,Red,Red,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,3,2,2,1,2,3,1,1,1,1,1,N/A,88,1,2,1,3,3,2,2,2,2,2,2,2,N/A,N/A,N/A,Primary,N/A,N/A,33,3,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,1,2,3,2,N/A,N/A,15,1,2,3,N/A,White,1,3,N/A,Yes,N/A,White,1,2,1,White,White,1,White,White,White,White,White,N/A,88,White,1,White,3,1,2,2,2,1,1,1,White,N/A,N/A,N/A,Primary,N/A,N/A,33,3,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,White,1,White,2,1,N/A,N/A,15,White,1,2,N/A,3,3,1,N/A,Yes,N/A,3,1,2,1,3,3,1,3,3,3,2,1,N/A,88,3,1,3,3,1,2,2,1,3,3,3,2,N/A,N/A,N/A,Primary,N/A,N/A,33,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,1,2,3,1,N/A,N/A,15,3,1,3,N/A,6,1,2,1,1,2,3,1,1,2,3,1,1,1,3,2,1,3,2,LED,1,8,1,2,3,Black,66,Primary,6,N/A,7,1,7,2,1,Scoreboard Smoke 1,1,Plastic Rats,Bar,6,2,1,Scoreboard Fire 3,1,Geo Warp,1,USA,20,3,Limbo,On,Preset Horn (Kazoo),Rock - Burn Rubber,Dubstep - Pixel,Pop - Delorean,Growler,37,Yes,12,1,2,1,3,1,3,Red,White,2,3,2,3,1,1,2,3,1,1,3,Ryan
Robbers,Richmond,Robbers,Robbers,RCH,Kay Jewelers Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(237,28,36)",#ED1C24,Red,"(232,232,232)",White,"(26,26,26)",Black,110,1,3,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,3,2,2,1,3,2,1,1,1,1,1,N/A,38,1,3,1,2,2,2,3,2,1,3,3,2,N/A,N/A,N/A,Primary,N/A,N/A,12,2,3,2,2,3,2,3,N/A,N/A,N/A,N/A,N/A,17,1,2,3,3,N/A,N/A,N/A,31,1,2,3,N/A,2,2,3,N/A,Yes,N/A,2,1,3,1,2,1,3,2,2,2,2,2,N/A,38,2,1,2,2,3,1,1,3,2,3,3,2,N/A,N/A,N/A,Primary,N/A,N/A,12,3,1,3,1,3,1,3,N/A,N/A,N/A,N/A,N/A,17,2,1,3,3,N/A,N/A,N/A,31,2,1,3,N/A,3,1,2,N/A,Yes,N/A,3,1,2,1,1,2,3,3,3,3,1,2,N/A,38,3,1,1,3,2,3,3,2,3,1,1,3,N/A,N/A,N/A,Primary,N/A,N/A,12,2,1,2,2,3,2,1,N/A,N/A,N/A,N/A,N/A,17,3,1,2,2,N/A,N/A,N/A,31,3,1,2,N/A,1,1,1,1,1,2,3,1,1,1,2,1,1,1,2,3,1,1,1,LED,1,2,1,2,3,Black,66,Primary,1,N/A,6,1,1,1,N/A,Scoreboard Fire 3,1,Hats,Box,1,1,N/A,Scoreboard Fire 3,1,Firestorm,1,USA,1,2,Bowling,On,"Bass (Air Horn 1) + Treble (Police Horn 1), 3 Blasts (MsSsL)",Electronic - Go Outside,Dubstep - Pixel,Dubstep - Mammoth,Robert,62,Yes,1,1,2,1,1,1,3,2,3,N/A,N/A,N/A,N/A,1,1,2,3,1,1,3,Chris
Bandits,San Antonio,Bandits,Bandits,SAN,Breyers Rink,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(121,0,0)",#790000,Red,"(26,26,26)",Black,"(232,232,232)",White,111,1,2,3,1,3,Silver,1,1,N/A,N/A,N/A,N/A,N/A,111,Purple,2,3,2,3,Silver,3,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,1,2,1,1,1,3,1,1,1,1,1,N/A,86,1,1,1,2,2,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,23,3,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,31,1,3,2,N/A,3,3,2,N/A,Yes,N/A,1,1,2,1,1,1,3,1,1,1,1,1,N/A,86,3,1,1,3,2,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Primary,N/A,N/A,23,2,2,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,31,3,1,2,N/A,2,2,1,N/A,Yes,2,2,2,2,2,2,3,2,2,2,2,2,2,N/A,37,Purple,Purple,Purple,Orange,3,Purple,Orange,Orange,Purple,Purple,Orange,N/A,N/A,N/A,N/A,Secondary,N/A,N/A,1,Orange,3,3,Orange,3,3,2,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,31,Purple,3,Orange,N/A,9,1,1,1,1,3,2,1,1,1,3,1,5,1,3,2,1,1,1,LED,1,4,1,3,2,Black,66,Primary,6,N/A,3,1,1,1,N/A,Goal Light Smoke,1,Hats,Bar,1,1,N/A,Scoreboard Smoke 1,1,8Bit Game,1,USA,1,3,Ride 'Em,On,Preset Horn (Siren 1),Country - No Misery,Dubstep - Pixel,Rock - Glory Road,Thief,67,Yes,1,1,3,1,1,1,3,3,2,N/A,N/A,N/A,N/A,1,1,2,3,1,1,2,Ben
Dragons,Seattle,Dragons,Dragons,SEA,Dr Pepper Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(57,181,74)",#39B54A,Green,"(237,28,36)",Red,"(26,26,26)",Black,120,2,3,3,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,Primary,Yes,N/A,1,3,2,2,1,3,2,1,1,1,1,1,N/A,36,1,2,1,1,1,3,2,1,2,2,2,2,3,N/A,N/A,Primary,N/A,N/A,35,3,2,3,3,2,3,2,N/A,N/A,N/A,N/A,N/A,8,2,1,3,N/A,N/A,N/A,N/A,14,1,2,3,3,White,White,2,Primary,Yes,N/A,White,1,2,1,White,1,2,White,White,White,White,White,N/A,36,White,1,White,White,White,2,1,White,White,White,White,White,2,N/A,N/A,Primary,N/A,N/A,35,1,2,2,2,1,1,2,N/A,N/A,N/A,N/A,N/A,8,1,White,2,N/A,N/A,N/A,N/A,14,White,1,2,2,2,1,1,N/A,Yes,2,3,1,1,2,3,1,2,2,2,2,2,2,N/A,36,2,1,2,2,2,3,1,2,1,1,1,3,1,N/A,N/A,Primary,N/A,N/A,35,1,3,1,1,3,1,3,N/A,N/A,N/A,N/A,N/A,8,1,2,3,N/A,N/A,N/A,N/A,14,2,1,3,3,9,1,2,1,1,2,3,1,2,2,3,1,2,1,3,2,2,1,1,LED,1,6,1,2,3,Black,66,Primary,1,N/A,4,1,3,1,2,Scoreboard Fire 3,1,Roses,Classic,1,1,N/A,Scoreboard Fire 3,1,Firestorm,1,USA,13,3,Hammer Smash,On,"Treble (Car Horn 1), 3 Blasts (LlSsL), Flare (Crow)",Dubstep - Shake The Stratosphere,Dubstep - Pixel,Electronic - La Victoria,Dragonfly,46,Yes,9,1,2,2,White,White,3,2,3,N/A,N/A,N/A,N/A,9,1,2,2,3,1,N/A,Ryan
Spartans,South Dakota,Spartans,Spartans,SD,Behr Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(158,11,15)",#9E0B0F,Red,"(212,153,30)",Gold,"(26,26,26)",Black,17,2,3,White,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,3,2,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Gold,1,1,3,1,1,1,2,1,1,1,1,1,N/A,39,1,3,3,1,1,3,1,1,3,3,1,N/A,N/A,N/A,N/A,Primary,N/A,N/A,23,2,3,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,N/A,N/A,N/A,N/A,N/A,N/A,13,1,3,N/A,N/A,White,White,3,N/A,Yes,N/A,1,1,2,1,1,1,White,1,1,1,1,1,N/A,39,White,1,1,2,3,1,3,1,3,1,1,N/A,N/A,N/A,N/A,Primary,N/A,N/A,23,1,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,13,White,1,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gold,39,2,2,2,3,3,2,3,2,2,2,2,2,N/A,N/A,N/A,Secondary,N/A,N/A,23,3,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,13,2,3,N/A,N/A,10,1,2,1,1,2,3,1,2,2,3,1,5,1,1,3,2,2,2,LED,1,2,1,2,3,Black,66,Primary,6,N/A,5,2,3,2,3,Goal Light Smoke,2,Hats,Classic,1,2,N/A,Scoreboard Fire 1,1,Firestorm,1,USA,6,1,Board Smash,On,"Bass (Boat Horn 1), 2 Blasts (MsLs)",Rock - Bangers And Smash,Dubstep - Pixel,Electronic - Challenges Ahead,Zeus,1,Yes,5,2,3,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,1,1,1,3,Ben
Leopards,St. Louis,Leopards,Legends,STL,McDonalds Stadium,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(242,102,16)",#F26610,Orange,"(26,26,26)",Black,"(232,232,232)",White,59,1,2,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,2,3,2,1,2,3,1,1,1,1,1,N/A,13,1,2,1,2,2,3,1,3,2,2,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,31,3,2,3,3,1,3,2,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,3,N/A,3,1,2,N/A,Yes,N/A,3,1,2,1,3,3,1,3,3,3,3,3,N/A,13,3,1,3,1,1,3,2,2,1,1,1,N/A,N/A,N/A,N/A,Primary,N/A,N/A,31,2,1,2,3,2,2,1,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,6,3,1,2,N/A,2,2,1,N/A,Yes,N/A,2,1,2,1,2,2,1,2,2,2,2,2,N/A,13,2,2,1,1,2,1,2,2,2,1,2,N/A,N/A,N/A,N/A,Primary,N/A,N/A,31,3,1,3,3,1,3,1,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,6,2,2,1,N/A,1,1,2,1,1,2,3,2,1,1,3,1,1,1,2,1,1,2,1,LED,1,2,1,2,3,Black,66,Primary,6,N/A,1,1,1,1,N/A,Scoreboard Fire 3,1,Teddy Bears,Classic,1,1,N/A,Scoreboard Fire 1,1,Firestorm,1,USA,20,3,Ride 'Em,On,"Bass (Fog Horn 1) + Mid (Air Horn 1) + Treble (Boat Horn 4), 2 Blasts (LsSs), Flare (Roar 3)",Hard Rock - Fisticuffs,Dubstep - Pixel,Miscellaneous - Unsteady Happiness,Leonard,10,Yes,10,1,2,1,2,2,2,3,3,2,1,N/A,N/A,1,1,2,2,3,1,2,Chris
Wolverines,Tennessee,Wolverines,Wolverines,TEN,Applebees Arena,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(72,72,72)",#484848,Gray,"(26,26,26)",Black,"(232,232,232)",White,35,1,2,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A,Yes,N/A,1,3,2,3,1,2,3,1,1,1,1,1,N/A,41,1,2,1,3,3,3,3,2,1,3,3,1,N/A,N/A,N/A,Primary,N/A,N/A,9,3,2,3,2,3,1,3,2,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,19,1,2,3,N/A,3,3,2,N/A,Yes,N/A,3,1,2,1,3,1,3,3,3,3,3,3,N/A,41,3,1,3,3,2,2,2,1,3,3,3,1,N/A,N/A,N/A,Primary,N/A,N/A,9,2,1,2,1,3,2,2,1,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,19,3,1,2,N/A,2,1,3,N/A,Yes,N/A,2,3,1,3,2,1,3,2,2,2,2,2,N/A,41,2,1,2,2,3,3,3,1,2,3,3,1,N/A,N/A,N/A,Primary,N/A,N/A,9,3,1,3,1,3,2,3,1,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,19,2,1,3,N/A,8,1,1,1,1,2,3,1,1,1,2,1,5,1,3,1,3,2,3,LED,1,3,1,2,3,Black,66,Primary,6,N/A,7,3,2,3,N/A,Goal Light Smoke,3,Hats,Vertical LED,1,3,N/A,Scoreboard Smoke 1,3,Boom Box,3,USA,14,4,Board Smash,On,"Bass (Boat Horn 5), 3 Blasts (LsSsS), Flare (Roar 1)",Electronic - Glitter And Glamour,Dubstep - Pixel,Rock - Here Come The Champions,Wolfy,15,Yes,10,1,2,1,3,1,2,3,3,2,1,N/A,N/A,1,1,2,3,1,1,2,Chris
Admirals,Washington,Admirals,Admirals,WSH,Navy Federal Center,Yes,10,10,10,0.0%,0.0%,Elite,Large,Hardcore,Hardcore,Elite,Elite,3,3,3,3,"(13,0,76)",#0D004C,Navy,"(255,242,0)",Yellow,"(232,232,232)",White,30,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ducks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,N/A,Yes,N/A,1,2,2,2,1,1,2,1,1,1,1,1,N/A,74,1,2,1,1,1,1,2,1,2,1,1,1,2,2,N/A,Primary,N/A,N/A,41,2,1,2,2,2,1,2,2,1,2,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,1,N/A,3,3,1,N/A,Yes,N/A,3,3,3,3,2,1,3,3,2,1,3,3,N/A,74,3,1,3,3,2,3,1,2,2,3,3,3,1,1,N/A,Primary,N/A,N/A,41,1,2,1,1,1,2,1,1,2,2,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1,3,2,1,N/A,2,2,1,N/A,Yes,N/A,2,1,2,1,2,1,2,2,2,2,2,2,N/A,74,2,1,2,2,1,2,1,2,2,2,2,2,1,1,N/A,Primary,N/A,N/A,41,1,2,1,1,1,2,1,1,2,1,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,2,N/A,1,1,2,1,1,2,3,1,1,2,3,1,1,1,2,1,1,2,1,LED,1,2,1,2,3,Black,66,Primary,6,N/A,3,2,1,2,N/A,Scoreboard Fire 3,1,Hats,Bar,1,2,N/A,Scoreboard Fire 3,1,Tidal Effect,2,USA,14,2,Team Salute,On,"Bass (Truck 1), 3 Blasts (LsLsL)",Rock - Loud And Proud,Dubstep - Pixel,Hard Rock - Adrenaline Rush,General,14,Yes,5,1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,2,2,1,2,Ryan
